FilePath,Classe
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301O_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010028_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010025_resampled_8.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010025_resampled_9.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301O_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010028_resampled_3.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91013004_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300F_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301M_resampled_9.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010027_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_whistles_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002B_resampled_5.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001H_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300I_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301L_resampled_10.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010027_resampled_3.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002B_resampled_7.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_whistles_resampled_3.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91008005_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001R_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010028_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301O_resampled_3.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010028_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301O_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002B_resampled_6.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_whistles_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010027_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300I_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_clicks-and-wolf-whistle_resampled_8.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300N_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_whistles_resampled_6.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002B_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301G_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301O_resampled_6.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010028_resampled_4.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301P_resampled_9.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301P_resampled_8.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301O_resampled_7.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001U_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_whistles_resampled_7.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002B_resampled_3.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300N_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_clicks-and-wolf-whistle_resampled_9.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101000F_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002B_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_whistles_resampled_5.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001Z_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010004_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300A_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91013003_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301O_resampled_5.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301O_resampled_4.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301H_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010020_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010027_resampled_4.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002B_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_whistles_resampled_4.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101000S_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001O_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_clicks-and-wolf-whistle_resampled_7.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_whistles_resampled_9.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91008008_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300D_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301M_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9100800E_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301P_resampled_6.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010025_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010025_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301P_resampled_7.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301O_resampled_8.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301M_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300D_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_whistles_resampled_8.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_clicks-and-wolf-whistle_resampled_6.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_clicks-and-wolf-whistle_resampled_4.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101000Y_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301M_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9100800E_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301P_resampled_5.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300K_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301B_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010025_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010025_resampled_3.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300K_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301P_resampled_4.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9100800E_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301M_resampled_3.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001P_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101000Y_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002A_resampled_10.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_clicks-and-wolf-whistle_resampled_5.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_clicks-and-wolf-whistle_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301M_resampled_7.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101000K_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001W_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_down-sweep_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9100800B_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301P_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010025_resampled_7.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010025_resampled_6.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300Y_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301E_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301P_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_down-sweep_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301M_resampled_6.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010010_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_clicks-and-wolf-whistle_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_clicks-and-wolf-whistle_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002B_resampled_8.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300C_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301M_resampled_4.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_down-sweep_resampled_3.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301P_resampled_3.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001M_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010022_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010025_resampled_4.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010025_resampled_5.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001X_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301P_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301K_resampled_10.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_down-sweep_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301M_resampled_5.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300C_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91013001_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_clicks-and-wolf-whistle_resampled_3.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_up-sweeps_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9100800C_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002A_resampled_3.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300X_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001V_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301K_resampled_3.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301L_resampled_7.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301L_resampled_6.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301K_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301D_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002A_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300X_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91013016_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_up-sweeps_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_up-sweeps_resampled_3.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_whistles_resampled_18.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001L_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002A_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010023_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300B_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301K_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301L_resampled_4.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301L_resampled_5.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301K_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300B_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001Y_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002A_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001L_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_whistles_resampled_19.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_up-sweeps_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301N_resampled_9.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_up-sweeps_resampled_6.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_whistles_resampled_21.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101000W_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002A_resampled_5.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91008009_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300E_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301L_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301K_resampled_5.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301K_resampled_4.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301L_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002A_resampled_4.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010024_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010019_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101000W_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_whistles_resampled_20.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_up-sweeps_resampled_7.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301N_resampled_8.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010029_resampled_8.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_up-sweeps_resampled_5.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300J_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002A_resampled_6.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301C_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101000X_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001D_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301L_resampled_2.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301K_resampled_6.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301K_resampled_7.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101301L_resampled_3.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001Q_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101001D_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101000X_resampled_1.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101002A_resampled_7.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9101300J_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91013008_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/Lagenodelphis_hosei_FR_up-sweeps_resampled_4.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010029_resampled_10.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/9100800D_resampled_0.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Fraser_s Dolphin/91010029_resampled_9.png,Fraser_s Dolphin
Spettrogrammi/Non-Target/Narwhal/75014007_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400J_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/6800200G_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/75014011_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400X_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/75014016_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400M_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400B_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400W_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/6804000D_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/75014017_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400Y_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/6800200A_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400L_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/6804000Q_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/6804000D_resampled_1.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400C_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/75014001_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400V_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400Q_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/75014006_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/6804000C_resampled_1.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/75014009_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400K_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/6800200F_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/75014010_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/6804000C_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400N_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/6800200C_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/6804000S_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/6804000S_resampled_1.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/75014015_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400T_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400A_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/75014003_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400F_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400S_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/75014012_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/68002006_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/6800200D_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400I_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400G_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/75014005_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/68002008_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400R_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/6800200E_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/68002007_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400O_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/6800200B_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400Z_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/75014014_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/7501400U_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Narwhal/75014002_resampled_0.png,Narwhal
Spettrogrammi/Non-Target/Odontocete/SanctSound_CI05_04_odontocetewhistle_20191231T141246Z_resampled_1.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_CI05_04_odontocetewhistle_20191231T141246Z_resampled_0.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_CI05_04_odontocetewhistle_20191231T141246Z_resampled_2.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_MB01_02_odontocetes_20190813T130328Z_resampled_10.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_HI04_01_dolphins_20181207T035759Z_resampled_7.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_FK03_01_dolphins_20190301T042106Z_resampled_1.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_HI04_01_dolphins_20181207T035759Z_resampled_6.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_FK03_01_dolphins_20190301T042106Z_resampled_0.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_MB01_02_odontocetes_20190813T130328Z_resampled_11.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_PM01_01_dolphin_202005117T003927Z_resampled_0.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_MB01_02_odontocetes_20190813T130328Z_resampled_13.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_HI04_01_dolphins_20181207T035759Z_resampled_4.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_MB01_02_odontocetes_20190813T130328Z_resampled_9.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_HI04_01_dolphins_20181207T035759Z_resampled_19.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_HI04_01_dolphins_20181207T035759Z_resampled_18.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_MB01_02_odontocetes_20190813T130328Z_resampled_8.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_HI04_01_dolphins_20181207T035759Z_resampled_5.png,Odontocete
Spettrogrammi/Non-Target/Odontocete/SanctSound_MB01_02_odontocetes_20190813T130328Z_resampled_12.png,Odontocete
