FilePath,Classe,File,Set
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_13.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/75005039_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/75005039,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502W_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502W,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_12.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/77034009_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/77034009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400K_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400K,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400A_resampled_3.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400A,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120842_512_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120842_512,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_18.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_7.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120343_400_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120343_400,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_10.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_9.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/77034006_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/77034006,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400D_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400D,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502X_resampled_1.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502X,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_12.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_5.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/75004025_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/75004025,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400A_resampled_1.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400A,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024003_resampled_1.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024003,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_10.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_11.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024003_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024003,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400A_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400A,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_4.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_13.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502X_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502X,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_8.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/75005031_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/75005031,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_17.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400A_resampled_4.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400A,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_15.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_14.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400A_resampled_5.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400A,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_16.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_1.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500402O_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500402O,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_3.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_14.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_9.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_20.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400L_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400L,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_16.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_17.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500503L_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500503L,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400A_resampled_6.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400A,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_21.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_8.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_15.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_2.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_3.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/77028018_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/77028018,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_5.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_10.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_4.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_11.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502U_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_2.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_14.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_13.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_6.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400S_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400S,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502Z_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502Z,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_18.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/77028017_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/77028017,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502Z_resampled_1.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502Z,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_12.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_7.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_1.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500402E_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500402E,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_5.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_13.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_9.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400A_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400A,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_3.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_16.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/77028009_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/77028009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_2.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_17.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V_resampled_8.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400V,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120954_995_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120954_995,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_12.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_4.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_6.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_10.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502R_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502R,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_15.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_14.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009_resampled_1.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024009,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_11.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C_resampled_7.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400C,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024008_resampled_3.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024008,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_14.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_1.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_5.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007_resampled_1.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120707_415_resampled_3.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120707_415,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120707_415_resampled_2.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120707_415,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500403J_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500403J,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_4.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/77028008_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/77028008,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_15.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024008_resampled_2.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024008,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024008_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024008,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_2.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_17.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120920_756_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120920_756,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007_resampled_2.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_6.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120707_415_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120707_415,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7702801L_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7702801L,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120707_415_resampled_1.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/Globicephala_melas_PAM_20160110_120707_415,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_7.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007_resampled_3.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400O_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400O,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_16.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_3.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024008_resampled_1.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024008,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024008_resampled_5.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024008,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500401F_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500401F,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_7.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_12.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007_resampled_7.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400H_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400H,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_3.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7702801K_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7702801K,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502T_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500502T,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_2.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007_resampled_6.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_13.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_6.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024008_resampled_4.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024008,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024008_resampled_6.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024008,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400R_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400R,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_11.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U_resampled_4.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7703400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007_resampled_4.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500400U_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7500400U,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007_resampled_5.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/54024007,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B_resampled_1.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/5402400B,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7702801D_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7702801D,train
Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7702800X_resampled_0.png,Long-Finned Pilot Whale,Spettrogrammi/Non-Target/Long-Finned Pilot Whale/7702800X,train
